StockCode,Observations,AveragePrice_INR,AverageDemand,MedianDemand,MinPrice_INR,MaxPrice_INR,PriceVariationPct,Elasticity,Elasticity_R2,Intercept,ElasticityType,Confidence
21974,736,203.33897192028985,9.589673913043478,1.0,125.0,383.0,206.4,-1.1329832224797016,0.07373063049014983,7.261293173695123,Elastic,Low
21210,737,185.12558689237795,20.12347354138399,6.0,125.0,383.0,206.4,-1.1325814641235523,0.04467550187259328,7.651516560483245,Elastic,Low
21980,738,39.40076784101174,42.61788617886179,1.0,20.0,85.0,325.0,-1.1320555341131116,0.05040806204794779,5.752386188358678,Elastic,Low
22083,738,364.5821460833656,18.520325203252032,6.0,255.0,663.0,160.0,-1.1309953627680578,0.037328988753705494,8.51678105690404,Elastic,Low
35970,630,285.76625964864064,13.31904761904762,0.0,149.0,833.0,459.06040268456377,-1.128407812132238,0.09625903691155047,7.317693619991125,Elastic,Low
21244,735,203.89227405247811,7.004081632653061,0.0,145.0,336.0,131.72413793103448,-1.1276311296041295,0.05236213663364331,6.862797139745724,Elastic,Low
82551,737,169.06489952833238,7.717774762550882,1.0,106.0,257.0,142.45283018867926,-1.1266988663138993,0.046828286698087584,6.898562999700793,Elastic,Low
84997C,738,493.4869870305846,11.71680216802168,3.0,326.3333333333333,1071.0,228.19203268641473,-1.1248470728487174,0.07614573946255498,8.351783309382855,Elastic,Low
20966,631,196.18409931325937,4.992076069730587,0.0,106.0,257.0,142.45283018867926,-1.1183997147473757,0.0878255834998225,6.579290900069376,Elastic,Low
22437,611,99.59198036006546,10.738134206219312,0.0,72.0,166.0,130.55555555555557,-1.1167996430175677,0.034641707948245726,6.340344804975095,Elastic,Low
21390,736,146.99508605072464,14.89945652173913,0.0,106.0,257.0,142.45283018867926,-1.1146162189343056,0.029219641863059698,6.8774134096168105,Elastic,Low
51014A,738,94.45903342366756,9.075880758807589,0.0,39.0,170.0,335.8974358974359,-1.1130487895673353,0.09584192331959362,5.868721221305793,Elastic,Low
22766,424,323.88474842767295,10.43632075471698,4.0,255.0,591.0,131.76470588235293,-1.1117416169305103,0.028141954666238922,7.965209875768015,Elastic,Low
22353,523,376.67454702722387,5.653919694072658,0.0,210.0,591.0,181.42857142857142,-1.1101964708001049,0.11649412409806215,7.401801321216157,Elastic,Medium
22464,645,194.62861941675894,12.206201550387597,6.0,79.0,336.0,325.3164556962025,-1.109416799128399,0.0367162708981158,7.475313876064666,Elastic,Low
21878,623,112.72030497592296,8.971107544141253,0.0,72.0,166.0,130.55555555555557,-1.107969434594821,0.059773497349768445,6.064676192172807,Elastic,Low
22962,376,106.41492527862209,12.305851063829786,1.0,72.0,166.0,130.55555555555557,-1.1057172059205398,0.0426214631848173,6.418621057358537,Elastic,Low
21155,738,304.4505911019122,9.013550135501355,2.0,169.0,496.0,193.491124260355,-1.1034844565384188,0.06262037823653155,7.574134863265438,Elastic,Low
22851,475,97.37656140350877,10.934736842105263,2.0,72.0,166.0,130.55555555555557,-1.102482639397933,0.03244500476986467,6.390044957677921,Elastic,Low
15056N,738,765.5389319051919,14.060975609756097,2.0,300.0,1272.0,324.0,-1.1020281284650908,0.06259906197246168,8.697105818294958,Elastic,Low
22646,574,206.54296775620818,16.113240418118465,4.0,39.0,421.0,979.4871794871796,-1.1001163889190448,0.08041879365076732,7.459397503134989,Elastic,Low
22352,738,317.8400864041108,9.66531165311653,3.0,210.0,517.0,146.19047619047618,-1.095837463641607,0.04467778150490398,7.705573052305532,Elastic,Low
22435,608,148.59630717418545,8.225328947368421,1.0,106.0,251.0,136.7924528301887,-1.0951672218562498,0.042549309688049375,6.646350894178993,Elastic,Low
22502,490,686.1961347835838,7.753061224489796,2.0,375.0,1079.0,187.73333333333332,-1.0943867552457298,0.0534696720205563,8.4658663133167,Elastic,Low
22037,738,52.7593044263776,9.674796747967479,0.0,39.0,85.0,117.94871794871796,-1.0934341901561317,0.041373263850059794,5.575028270686443,Elastic,Low
22112,738,644.4585397735445,15.570460704607045,2.0,425.0,1246.0,193.1764705882353,-1.0898846060953886,0.04764234571842607,8.518942290741071,Elastic,Low
21519,737,50.68773987206823,10.085481682496608,0.0,36.0,86.0,138.88888888888889,-1.0877875090066311,0.03810043337401725,5.5182536382780265,Elastic,Low
22156,738,111.7740514905149,8.44579945799458,0.0,72.0,170.0,136.11111111111111,-1.086192651534487,0.051976977248380574,6.178149534155172,Elastic,Low
21559,738,306.91808620467157,11.184281842818429,4.0,210.0,517.0,146.19047619047618,-1.0844570252844208,0.037841009833023076,7.718324193205647,Elastic,Low
21156,737,231.67903986560702,12.717774762550881,3.0,165.0,430.0,160.6060606060606,-1.0820728675493694,0.04260806107732551,7.294968610299254,Elastic,Low
20719,738,120.8129774809653,33.6869918699187,18.0,72.0,251.0,248.61111111111111,-1.0806490040240255,0.03722689298740667,7.520051326310845,Elastic,Low
22544,624,52.283226495726495,15.057692307692308,0.0,19.0,85.0,347.3684210526316,-1.0792482896551523,0.03871327891645571,5.290090369067666,Elastic,Low
22333,736,186.4331974637681,13.64538043478261,2.0,145.0,343.0,136.55172413793105,-1.0787885829181345,0.02919008454451144,6.976608500494288,Elastic,Low
20676,737,156.8626510305615,14.2876526458616,5.0,106.0,336.0,216.98113207547172,-1.0779955916161639,0.03832519807507184,7.056549905496032,Elastic,Low
84987,734,187.12068574023615,11.102179836512262,1.0,125.0,383.0,206.4,-1.0778998133728628,0.05603039703438262,6.9569260542079725,Elastic,Low
22584,638,304.691144200627,8.238244514106583,0.0,210.0,595.0,183.33333333333331,-1.0706876276020079,0.04602916807076929,7.194868187314408,Elastic,Low
22554,624,187.96664059320307,22.126602564102566,12.0,145.0,336.0,131.72413793103448,-1.0687702020655745,0.018317170824028617,7.646174360766688,Elastic,Low
21936,737,374.610477085104,10.377204884667572,2.0,255.0,604.0,136.86274509803923,-1.0654724909078193,0.04561943203288632,7.594359442416396,Elastic,Low
21623,648,1039.3679526748972,11.100308641975309,0.0,638.0,2038.0,219.43573667711598,-1.0641019908948472,0.029534498442241985,8.140752954570097,Elastic,Low
21990,738,279.41907020260675,3.3658536585365852,0.0,125.0,604.0,383.2,-1.0608792647768344,0.1471607785698864,6.5754047276221534,Elastic,Medium
22568,637,428.02174882940193,8.902668759811617,3.0,339.0,762.0,124.7787610619469,-1.0508632602578225,0.03214923903741529,7.664763134804927,Elastic,Low
22567,623,149.02770643838062,9.282504012841091,0.0,106.0,292.0,175.47169811320757,-1.0483926957590375,0.03415481797551123,6.3109075711647815,Elastic,Low
22549,624,192.06155944749693,10.642628205128204,2.0,125.0,365.5,192.4,-1.0386020697514486,0.051164391769510265,6.774882622919582,Elastic,Low
84997B,738,500.7120854303781,11.995934959349594,4.0,230.0,1313.0,470.86956521739125,-1.0334879407425996,0.06392937540857468,7.8883309529225105,Elastic,Low
